Organization,Repository,Language,Selected,Reasons for exclusion
lucabriguglia,Weapsy,C#,FALSE,contributing is missing.
msgpack,msgpack-cli,C#,FALSE,contributing is missing.
andrewkirillov,AForge.NET,C#,FALSE,contributing is missing.
gluck,il-repack,C#,FALSE,contributing is missing.
prometheus-net,prometheus-net,C#,FALSE,contributing is missing.
Tyrrrz,CliFx,C#,FALSE,contributing is missing.
dnnsoftware,Dnn.Platform,C#,TRUE,
dotnetcore,Alipay.AopSdk.Core,C#,FALSE,contributing is missing.
schotime,NPoco,C#,FALSE,contributing is missing.
alanmcgovern,monotorrent,C#,TRUE,
CarterCommunity,Carter,C#,FALSE,contributing is missing.
JohnnyCrazy,SpotifyAPI-NET,C#,FALSE,contributing is missing.
mattatz,unity-voxel,C#,FALSE,contributing is missing.
SciSharp,NumSharp,C#,FALSE,contributing is missing.
jbogard,ContosoUniversityDotNetCore-Pages,C#,FALSE,contributing is missing.
stratisproject,StratisBitcoinFullNode,C#,FALSE,contributing is missing.
cakeslice,Outline-Effect,C#,FALSE,contributing is missing.
dlrudie,Snip,C#,FALSE,contributing is missing.
dotliquid,dotliquid,C#,TRUE,
Quobject,SocketIoClientDotNet,C#,FALSE,contributing is missing.
RicoSuter,NJsonSchema,C#,TRUE,
giacomelli,GeneticSharp,C#,TRUE,
OData,WebApi,C#,FALSE,contributing is missing.
slipster216,VertexPaint,C#,FALSE,contributing is missing.
npgsql,efcore.pg,C#,FALSE,contributing is missing.
System-IO-Abstractions,System.IO.Abstractions,C#,TRUE,
guryanovev,CrystalQuartz,C#,FALSE,contributing is missing.
EsProgram,InkPainter,C#,FALSE,contributing is missing.
jacobslusser,ScintillaNET,C#,FALSE,contributing is missing.
tonerdo,readline,C#,FALSE,contributing is missing.
SaladLab,Json.Net.Unity3D,C#,FALSE,contributing is missing.
Unity-Technologies,Animation-Instancing,C#,FALSE,contributing is missing.
MuMech,MechJeb2,C#,FALSE,contributing is missing.
MapsterMapper,Mapster,C#,FALSE,contributing is missing.
Arch,UnitOfWork,C#,FALSE,contributing is missing.
LiveSplit,LiveSplit,C#,FALSE,contributing is missing.
jacksondunstan,UnityNativeScripting,C#,FALSE,contributing is missing.
FlaUI,FlaUI,C#,TRUE,
aliostad,CacheCow,C#,FALSE,contributing is missing.
dotnetcore,SmartSql,C#,FALSE,contributing is missing.
microsoft,python-language-server,C#,TRUE,
reactiveui,splat,C#,TRUE,
mono,Embeddinator-4000,C#,TRUE,
Lunat1q,Catchem-PoGo,C#,FALSE,contributing size < 0.5kB.
MultiPoolMiner,MultiPoolMiner,C#,FALSE,contributing is missing.
rasta-mouse,Watson,C#,FALSE,contributing is missing.
xamarinhq,app-conference,C#,FALSE,contributing is missing.
unosquare,passcore,C#,TRUE,
yaronzz,Tidal-Media-Downloader,C#,FALSE,contributing is missing.
sebastienros,yessql,C#,FALSE,contributing is missing.
sjkp,letsencrypt-siteextension,C#,FALSE,contributing is missing.
grumpydev,TinyIoC,C#,FALSE,contributing is missing.
ValveSoftware,steamvr_unity_plugin,C#,FALSE,contributing is missing.
VaughnVernon,IDDD_Samples_NET,C#,FALSE,contributing is missing.
OfficeDev,TrainingContent,C#,TRUE,
fdorg,flashdevelop,C#,TRUE,
keijiro,Lasp,C#,FALSE,contributing is missing.
Unity-Technologies,AssetGraph,C#,TRUE,
Just2good,TFT-Overlay,C#,FALSE,contributing is missing.
microsoft,OpenAPI.NET,C#,FALSE,contributing is missing.
handcircus,Unity-Resource-Checker,C#,FALSE,contributing is missing.
AElfProject,AElf,C#,TRUE,
Naphier,unity-design-patterns,C#,FALSE,contributing is missing.
Unity-Technologies,UniversalRenderingExamples,C#,FALSE,contributing is missing.
Assistant,ModAssistant,C#,FALSE,contributing is missing.
PintaProject,Pinta,C#,FALSE,contributing is missing.
dotnet,sourcelink,C#,FALSE,contributing is missing.
Revolutionary-Games,Thrive,C#,TRUE,
Sustainsys,Saml2,C#,TRUE,
ispysoftware,iSpy,C#,FALSE,contributing is missing.
Azure,durabletask,C#,FALSE,contributing is missing.
anderscui,jieba.NET,C#,FALSE,contributing is missing.
TEdit,Terraria-Map-Editor,C#,FALSE,contributing is missing.
AzureAD,azure-activedirectory-identitymodel-extensions-for-dotnet,C#,TRUE,
GlitchEnzo,NuGetForUnity,C#,FALSE,contributing is missing.
danwilson,google-analytics-plugin,C#,FALSE,contributing is missing.
ivaylokenov,MyTested.WebApi,C#,FALSE,contributing is missing.
mike-ward,Markdown-Edit,C#,TRUE,
akiver,CSGO-Demos-Manager,C#,FALSE,contributing is missing.
dotless,dotless,C#,FALSE,contributing is missing.
NetTopologySuite,NetTopologySuite,C#,TRUE,
Kink3d,kShading,C#,FALSE,contributing is missing.
radioman,greatmaps,C#,FALSE,contributing is missing.
microsoft,appcenter,C#,FALSE,contributing is missing.
mxgmn,TextureSynthesis,C#,FALSE,contributing is missing.
bepu,bepuphysics2,C#,FALSE,contributing is missing.
dotBunny,VSCode,C#,FALSE,contributing is missing.
PlayFab,consuldotnet,C#,FALSE,contributing is missing.
xamarin,xamarin-forms-book-samples,C#,FALSE,contributing is missing.
Squirrel,OldSquirrelForWindows,C#,FALSE,contributing is missing.
PistonDevelopers,VisualRust,C#,FALSE,contributing is missing.
microsoft,clrmd,C#,FALSE,contributing size < 0.5kB.
snozbot,fungus,C#,TRUE,
natemcmaster,DotNetCorePlugins,C#,TRUE,
monitor1394,unity-ugui-XCharts,C#,FALSE,contributing is missing.
pbhogan,InControl,C#,FALSE,contributing is missing.
GuillaumeSalles,redux.NET,C#,FALSE,contributing is missing.
spring-projects,spring-net,C#,FALSE,contributing is missing.
boo-lang,boo,C#,FALSE,contributing is missing.
BlueRaja,High-Speed-Priority-Queue-for-C-Sharp,C#,FALSE,contributing is missing.
Chman,Moments,C#,FALSE,contributing is missing.
keijiro,Pcx,C#,FALSE,contributing is missing.
mellinoe,ImGui.NET,C#,FALSE,contributing is missing.
Orbmu2k,nvidiaProfileInspector,C#,FALSE,contributing is missing.
IdentityManager,IdentityManager,C#,TRUE,
kimsama,Unity-QuickSheet,C#,FALSE,contributing is missing.
mgravell,fast-member,C#,FALSE,contributing is missing.
danielpalme,IocPerformance,C#,FALSE,contributing is missing.
0xd4d,iced,C#,FALSE,contributing is missing.
Krutonium,Windows-10-Login-Background-Changer,C#,FALSE,contributing is missing.
antiufo,roslyn-linq-rewrite,C#,FALSE,contributing is missing.
spr1ngd,UnityCodes,C#,FALSE,contributing is missing.
icsharpcode,NRefactory,C#,FALSE,contributing is missing.
Excel-DNA,ExcelDna,C#,FALSE,contributing size < 0.5kB.
microsoft,Xaml-Controls-Gallery,C#,TRUE,
0xbadjuju,Tokenvator,C#,FALSE,contributing is missing.
vrm-c,UniVRM,C#,FALSE,contributing is missing.
microsoft,dotnet-samples,C#,FALSE,contributing is missing.
gmamaladze,globalmousekeyhook,C#,FALSE,contributing is missing.
lukebuehler,CShell,C#,FALSE,contributing is missing.
Umbranoxio,BeatSaberModInstaller,C#,FALSE,contributing is missing.
libgenapps,LibgenDesktop,C#,FALSE,contributing is missing.
bing-framework,Bing.NetCore,C#,FALSE,contributing is missing.
roboryantron,Unite2017,C#,FALSE,contributing is missing.
jamesmontemagno,Hanselman.Forms,C#,FALSE,contributing is missing.
pardahlman,RawRabbit,C#,FALSE,contributing size < 0.5kB.
tyranid,DotNetToJScript,C#,FALSE,contributing is missing.
AdultLink,RadialProgressBar,C#,FALSE,contributing is missing.
anaisbetts,ModernHttpClient,C#,FALSE,contributing is missing.
MarkNijhof,Fohjin,C#,FALSE,contributing is missing.
henon,GitSharp,C#,FALSE,contributing is missing.
scottlerch,HostsFileEditor,C#,FALSE,contributing is missing.
nxrighthere,UnrealCLR,C#,FALSE,contributing is missing.
blogifierdotnet,Blogifier,C#,FALSE,contributing is missing.
dabutvin,Imgbot,C#,TRUE,
MichaelGrafnetter,DSInternals,C#,TRUE,
dvsekhvalnov,jose-jwt,C#,FALSE,contributing is missing.
IKende,BeetleX,C#,FALSE,contributing is missing.
Jimmey-Jiang,ABP-ASP.NET-Boilerplate-Project-CMS,C#,FALSE,contributing is missing.
pvginkel,PdfiumViewer,C#,FALSE,contributing is missing.
AzureAD,microsoft-authentication-library-for-dotnet,C#,FALSE,contributing size < 0.5kB.
PoESkillTree,PoESkillTree,C#,FALSE,contributing is missing.
microsoft,ClearScript,C#,FALSE,contributing is missing.
IdentityServer,IdentityServer4.Quickstart.UI,C#,FALSE,contributing is missing.
tensorflow,tensorflow,C++,TRUE,
electron,electron,C++,TRUE,
microsoft,terminal,C++,TRUE,
apple,swift,C++,TRUE,
opencv,opencv,C++,FALSE,contributing size < 0.5kB.
bitcoin,bitcoin,C++,TRUE,
protocolbuffers,protobuf,C++,TRUE,
pytorch,pytorch,C++,TRUE,
tesseract-ocr,tesseract,C++,TRUE,
x64dbg,x64dbg,C++,TRUE,
microsoft,PowerToys,C++,TRUE,
godotengine,godot,C++,TRUE,
BVLC,caffe,C++,TRUE,
ariya,phantomjs,C++,TRUE,
grpc,grpc,C++,TRUE,
rethinkdb,rethinkdb,C++,TRUE,
ocornut,imgui,C++,FALSE,contributing is missing.
google,leveldb,C++,TRUE,
cmderdev,cmder,C++,TRUE,
aria2,aria2,C++,FALSE,contributing is missing.
microsoft,calculator,C++,TRUE,
nlohmann,json,C++,TRUE,
dmlc,xgboost,C++,FALSE,contributing is missing.
emscripten-core,emscripten,C++,FALSE,contributing size < 0.5kB.
apache,incubator-mxnet,C++,FALSE,contributing is missing.
mongodb,mongo,C++,FALSE,"contributing size < 0.5kB.
contributing is not in Markdown."
CMU-Perceptual-Computing-Lab,openpose,C++,FALSE,contributing is missing.
facebook,rocksdb,C++,TRUE,
osquery,osquery,C++,TRUE,
microsoft,CNTK,C++,FALSE,contributing size < 0.5kB.
ApolloAuto,apollo,C++,TRUE,
commaai,openpilot,C++,TRUE,
facebook,hhvm,C++,TRUE,
google,googletest,C++,TRUE,
uglide,RedisDesktopManager,C++,TRUE,
swoole,swoole-src,C++,FALSE,contributing is missing.
v8,v8,C++,FALSE,contributing is missing.
facebook,folly,C++,TRUE,
google,flatbuffers,C++,TRUE,
Tencent,mars,C++,TRUE,
mozilla,DeepSpeech,C++,FALSE,contributing is not in Markdown.
cocos2d,cocos2d-x,C++,TRUE,
envoyproxy,envoy,C++,TRUE,
electronicarts,CnC_Remastered_Collection,C++,FALSE,contributing is missing.
apache,incubator-weex,C++,TRUE,
haoel,leetcode,C++,FALSE,contributing is missing.
huihut,interview,C++,FALSE,contributing is missing.
sqlitebrowser,sqlitebrowser,C++,FALSE,contributing is missing.
facebook,yoga,C++,TRUE,
telegramdesktop,tdesktop,C++,TRUE,
trojan-gfw,trojan,C++,TRUE,
vnpy,vnpy,C++,FALSE,contributing is missing.
topjohnwu,Magisk,C++,FALSE,contributing is missing.
google,guetzli,C++,TRUE,
microsoft,react-native-windows,C++,TRUE,
PaddlePaddle,Paddle,C++,TRUE,
OpenGenus,cosmos,C++,TRUE,
catchorg,Catch2,C++,TRUE,
taichi-dev,taichi,C++,FALSE,contributing is missing.
uNetworking,uWebSockets,C++,FALSE,contributing is missing.
yuzu-emu,yuzu,C++,FALSE,contributing size < 0.5kB.
esp8266,Arduino,C++,FALSE,contributing is missing.
ValveSoftware,Proton,C++,FALSE,contributing is missing.
notepad-plus-plus,notepad-plus-plus,C++,TRUE,
ClickHouse,ClickHouse,C++,TRUE,
microsoft,LightGBM,C++,TRUE,
pqrs-org,Karabiner-Elements,C++,FALSE,contributing is missing.
google,libphonenumber,C++,TRUE,
xbmc,xbmc,C++,TRUE,
EOSIO,eos,C++,TRUE,
Tencent,MMKV,C++,TRUE,
facebookresearch,faiss,C++,TRUE,
microsoft,AirSim,C++,FALSE,contributing size < 0.5kB.
apache,incubator-brpc,C++,TRUE,
CRYTEK,CRYENGINE,C++,FALSE,contributing is missing.
simdjson,simdjson,C++,TRUE,
arangodb,arangodb,C++,TRUE,
apple,foundationdb,C++,TRUE,
wkhtmltopdf,wkhtmltopdf,C++,FALSE,contributing is missing.
apple,turicreate,C++,TRUE,
qbittorrent,qBittorrent,C++,TRUE,
SFTtech,openage,C++,FALSE,contributing is missing.
aseprite,aseprite,C++,TRUE,
ShiqiYu,libfacedetection,C++,FALSE,contributing is missing.
openalpr,openalpr,C++,FALSE,contributing size < 0.5kB.
google,filament,C++,TRUE,
Tencent,rapidjson,C++,FALSE,contributing is missing.
mobile-shell,mosh,C++,FALSE,contributing is missing.
Tencent,ncnn,C++,FALSE,contributing size < 0.5kB.
gabime,spdlog,C++,FALSE,contributing is missing.
TheAlgorithms,C-Plus-Plus,C++,TRUE,
apache,thrift,C++,TRUE,
pybind,pybind11,C++,TRUE,
capnproto,capnproto,C++,FALSE,contributing is missing.
symless,synergy-core,C++,FALSE,contributing is missing.
kyleneideck,BackgroundMusic,C++,TRUE,
android,ndk-samples,C++,TRUE,
spotify,annoy,C++,FALSE,contributing is missing.
bjorn,tiled,C++,TRUE,
sass,node-sass,C++,TRUE,
kitao,pyxel,C++,FALSE,contributing is missing.
tamlok,vnote,C++,FALSE,contributing is missing.
VowpalWabbit,vowpal_wabbit,C++,FALSE,contributing is missing.
polybar,polybar,C++,FALSE,contributing is missing.
Automattic,node-canvas,C++,FALSE,contributing is missing.
ideawu,ssdb,C++,FALSE,contributing is missing.
Maximus5,ConEmu,C++,TRUE,
alibaba,AndFix,C++,FALSE,contributing is missing.
facebook,proxygen,C++,TRUE,
bulletphysics,bullet3,C++,FALSE,contributing is missing.
SerenityOS,serenity,C++,TRUE,
lettier,3d-game-shaders-for-beginners,C++,FALSE,contributing is missing.
changkun,modern-cpp-tutorial,C++,TRUE,
google,flutter-desktop-embedding,C++,TRUE,
TranslucentTB,TranslucentTB,C++,FALSE,contributing is missing.
Light-City,CPlusPlusThings,C++,FALSE,contributing is missing.
TrinityCore,TrinityCore,C++,TRUE,
zeromq,libzmq,C++,TRUE,
scylladb,scylla,C++,TRUE,
draios,sysdig,C++,FALSE,contributing is missing.
shadowsocks,shadowsocks-qt5,C++,FALSE,contributing is missing.
abseil,abseil-cpp,C++,TRUE,
gzc,CLRS,C++,FALSE,contributing is missing.
dolphin-emu,dolphin,C++,TRUE,
facebook,hermes,C++,TRUE,
zerotier,ZeroTierOne,C++,FALSE,contributing is missing.
avast,retdec,C++,FALSE,contributing is missing.
llvm,llvm-project,C++,FALSE,contributing size < 0.5kB.
microsoft,cpprestsdk,C++,FALSE,contributing is missing.
mysql,mysql-server,C++,FALSE,contributing is missing.
scylladb,seastar,C++,TRUE,
raulmur,ORB_SLAM2,C++,FALSE,contributing is missing.
kelektiv,node.bcrypt.js,C++,FALSE,contributing is missing.
doitsujin,dxvk,C++,FALSE,contributing is missing.
minetest,minetest,C++,TRUE,
Mooophy,Cpp-Primer,C++,FALSE,contributing is missing.
Squirrel,Squirrel.Windows,C++,FALSE,contributing is missing.
PointCloudLibrary,pcl,C++,TRUE,
SaschaWillems,Vulkan,C++,FALSE,contributing is missing.
facebookresearch,wav2letter,C++,TRUE,
catboost,catboost,C++,TRUE,
tiny-dnn,tiny-dnn,C++,TRUE,
ArduPilot,ardupilot,C++,TRUE,
nodegui,nodegui,C++,FALSE,contributing is missing.
cartographer-project,cartographer,C++,TRUE,
PaddlePaddle,Paddle-Lite,C++,FALSE,contributing is missing.
mozilla,rr,C++,TRUE,
facebook,redex,C++,TRUE,
asmuth,clip,C++,FALSE,contributing is missing.
google,re2,C++,FALSE,contributing size < 0.5kB.
musescore,MuseScore,C++,FALSE,contributing is missing.
albertlauncher,albert,C++,FALSE,contributing is missing.
tjanczuk,edge,C++,FALSE,contributing is missing.
lltcggie,waifu2x-caffe,C++,FALSE,contributing is missing.
hrydgard,ppsspp,C++,FALSE,contributing is missing.
gperftools,gperftools,C++,FALSE,contributing is missing.
snowie2000,mactype,C++,FALSE,contributing is missing.
AGWA,git-crypt,C++,TRUE,
electronicarts,EASTL,C++,TRUE,
BYVoid,OpenCC,C++,FALSE,contributing is missing.
open-source-parsers,jsoncpp,C++,TRUE,
Tencent,Hippy,C++,FALSE,contributing is missing.
apache,incubator-pagespeed-ngx,C++,FALSE,contributing is missing.
keepassx,keepassx,C++,FALSE,contributing is missing.
includeos,IncludeOS,C++,FALSE,contributing is missing.
google,sentencepiece,C++,TRUE,
LMMS,lmms,C++,FALSE,contributing is missing.
sass,libsass,C++,TRUE,
google,skia,C++,FALSE,"contributing size < 0.5kB.
contributing is not in Markdown."
seetaface,SeetaFaceEngine,C++,FALSE,contributing is missing.
microsoft,GSL,C++,TRUE,
TTimo,doom3.gpl,C++,FALSE,contributing is missing.
tzapu,WiFiManager,C++,TRUE,
brndnmtthws,conky,C++,TRUE,
google,liquidfun,C++,FALSE,contributing is missing.
zaphoyd,websocketpp,C++,FALSE,contributing is missing.
XiaoMi,mace,C++,FALSE,contributing is missing.
JohnSully,KeyDB,C++,FALSE,contributing is not in Markdown.
gaoxiang12,slambook,C++,FALSE,contributing is missing.
peterbraden,node-opencv,C++,FALSE,contributing is missing.
LUX-Core,lux,C++,TRUE,
alibaba,AliSQL,C++,FALSE,contributing is missing.
google,glog,C++,TRUE,
FastLED,FastLED,C++,FALSE,contributing is missing.
justadudewhohacks,opencv4nodejs,C++,TRUE,
skypjack,entt,C++,TRUE,
olive-editor,olive,C++,TRUE,
sysown,proxysql,C++,FALSE,contributing is missing.
wangyu-,udp2raw-tunnel,C++,FALSE,contributing is missing.
joeycastillo,The-Open-Book,C++,FALSE,contributing is missing.
Project-OSRM,osrm-backend,C++,TRUE,
google-ar,arcore-android-sdk,C++,TRUE,
google,snappy,C++,TRUE,
cinder,Cinder,C++,TRUE,
HackerPoet,NonEuclidean,C++,FALSE,contributing is missing.
zcash,zcash,C++,FALSE,contributing size < 0.5kB.
leela-zero,leela-zero,C++,TRUE,
IntelRealSense,librealsense,C++,TRUE,
facebookarchive,scribe,C++,FALSE,contributing is missing.
cisco,openh264,C++,FALSE,contributing is missing.
Lexikos,AutoHotkey_L,C++,FALSE,contributing is missing.
mapbox,mapbox-gl-native,C++,TRUE,
halide,Halide,C++,FALSE,contributing is missing.
qgis,QGIS,C++,TRUE,
mandliya,algorithms_and_data_structures,C++,FALSE,contributing is missing.
milvus-io,milvus,C++,TRUE,
tekezo,Karabiner,C++,TRUE,
duilib,duilib,C++,FALSE,contributing is missing.
microsoft,SPTAG,C++,FALSE,contributing is missing.
wuye9036,CppTemplateTutorial,C++,FALSE,contributing is missing.
SpiderLabs,ModSecurity,C++,FALSE,contributing is missing.
taskflow,taskflow,C++,FALSE,contributing is missing.
relativty,Relativ,C++,TRUE,
PX4,Firmware,C++,TRUE,
ethereum,aleth,C++,TRUE,
zhedahht,CodingInterviewChinese2,C++,FALSE,contributing is missing.
id-Software,DOOM-3-BFG,C++,FALSE,contributing is missing.
xtaci,algorithms,C++,FALSE,contributing is missing.
Qihoo360,pika,C++,FALSE,"contributing size < 0.5kB.
contributing is not in English."
google,draco,C++,TRUE,
gatieme,CodingInterviews,C++,FALSE,contributing is missing.
FLIF-hub,FLIF,C++,TRUE,
plaidml,plaidml,C++,FALSE,contributing is missing.
swig,swig,C++,FALSE,contributing is missing.
0xZ0F,Z0FCourse_ReverseEngineering,C++,TRUE,
anyrtcIO-Community,anyRTC-RTMP-OpenSource,C++,FALSE,contributing is missing.
zeusees,HyperLPR,C++,FALSE,contributing is missing.
progschj,ThreadPool,C++,FALSE,contributing is missing.
emcrisostomo,fswatch,C++,TRUE,
ripple,rippled,C++,FALSE,contributing is missing.
appjs,appjs,C++,FALSE,contributing is missing.
ssloy,tinyraytracer,C++,FALSE,contributing is missing.
recastnavigation,recastnavigation,C++,TRUE,
ricochet-im,ricochet,C++,FALSE,contributing is missing.
nghttp2,nghttp2,C++,FALSE,contributing is missing.
MariaDB,server,C++,TRUE,
ledger,ledger,C++,TRUE,
NixOS,nix,C++,FALSE,contributing is missing.
wjakob,nanogui,C++,FALSE,contributing is not in Markdown.
openscad,openscad,C++,FALSE,contributing is missing.
vesoft-inc,nebula,C++,FALSE,contributing size < 0.5kB.
TheCherno,Hazel,C++,TRUE,
facebookresearch,StarSpace,C++,TRUE,
Sigil-Ebook,Sigil,C++,FALSE,contributing is missing.
sebastianstarke,AI4Animation,C++,FALSE,contributing is missing.
fireice-uk,xmr-stak,C++,FALSE,contributing size < 0.5kB.
laverdet,node-fibers,C++,FALSE,contributing is missing.
mumble-voip,mumble,C++,FALSE,contributing is missing.
goldendict,goldendict,C++,FALSE,contributing is missing.
dusty-nv,jetson-inference,C++,FALSE,contributing is missing.
zeek,zeek,C++,FALSE,contributing is missing.
mapsme,omim,C++,TRUE,
mlpack,mlpack,C++,TRUE,
leethomason,tinyxml2,C++,FALSE,contributing is missing.
google,lmctfy,C++,FALSE,contributing is missing.
OpenMW,openmw,C++,TRUE,
supercollider,supercollider,C++,FALSE,contributing size < 0.5kB.
TonyChen56,WeChatRobot,C++,FALSE,contributing is missing.
anhkgg,SuperWeChatPC,C++,FALSE,contributing is missing.
urho3d,Urho3D,C++,FALSE,contributing is missing.
microsoft,DirectX-Graphics-Samples,C++,FALSE,contributing is missing.
mltframework,shotcut,C++,FALSE,contributing is missing.
cuberite,cuberite,C++,TRUE,
xmrig,xmrig,C++,FALSE,contributing is missing.
wangyu-,UDPspeeder,C++,FALSE,contributing is missing.
intel-isl,Open3D,C++,FALSE,contributing is missing.
GarageGames,Torque3D,C++,TRUE,
qTox,qTox,C++,TRUE,
tstack,lnav,C++,FALSE,contributing is missing.
badaix,snapcast,C++,FALSE,contributing is missing.
wxWidgets,wxWidgets,C++,TRUE,
oclint,oclint,C++,FALSE,contributing is missing.
yhirose,cpp-httplib,C++,FALSE,contributing is missing.
arrayfire,arrayfire,C++,TRUE,
google,robotstxt,C++,TRUE,
jvm-profiling-tools,async-profiler,C++,FALSE,contributing is missing.
mmp,pbrt-v3,C++,FALSE,contributing is missing.
tensorflow,minigo,C++,TRUE,
pytorch,ELF,C++,FALSE,contributing is not in Markdown.
doxygen,doxygen,C++,FALSE,contributing is missing.
mosra,magnum,C++,TRUE,
clab,dynet,C++,FALSE,contributing is missing.
yedf,handy,C++,FALSE,contributing is missing.
uNetworking,uWebSockets.js,C++,FALSE,contributing is missing.
ethereum-mining,ethminer,C++,FALSE,contributing is missing.
Trojan-Qt5,Trojan-Qt5,C++,FALSE,contributing is missing.
rapidsai,cudf,C++,TRUE,
facebookarchive,beringei,C++,TRUE,
Nevcairiel,LAVFilters,C++,FALSE,contributing is missing.
facebookarchive,conceal,C++,TRUE,
facebookarchive,webscalesql-5.6,C++,FALSE,contributing is missing.
openMVG,openMVG,C++,TRUE,
z3t0,Arduino-IRremote,C++,TRUE,
whoshuu,cpr,C++,TRUE,
gameplay3d,gameplay,C++,FALSE,contributing is missing.
danmar,cppcheck,C++,FALSE,contributing is missing.
supertuxkart,stk-code,C++,FALSE,contributing is missing.
rakshasa,rtorrent,C++,FALSE,contributing is missing.
CtripMobile,DynamicAPK,C++,FALSE,contributing is missing.
ChrisKnott,Algojammer,C++,FALSE,contributing is missing.
wesnoth,wesnoth,C++,TRUE,
forhappy,Cplusplus-Concurrency-In-Practice,C++,FALSE,contributing is missing.
interpretml,interpret,C++,TRUE,
oatpp,oatpp,C++,TRUE,
pezy,LeetCode,C++,FALSE,contributing is missing.
johang,btfs,C++,FALSE,contributing is missing.
thrust,thrust,C++,TRUE,
iovisor,bpftrace,C++,FALSE,contributing is missing.
barry-ran,QtScrcpy,C++,FALSE,contributing is missing.
uber-archive,pyflame,C++,TRUE,
intel,hyperscan,C++,FALSE,contributing is missing.
tdlib,td,C++,FALSE,contributing is missing.
opentoonz,opentoonz,C++,TRUE,
MFatihMAR,Game-Networking-Resources,C++,FALSE,contributing is missing.
WebAssembly,wabt,C++,FALSE,contributing size < 0.5kB.
falcosecurity,falco,C++,TRUE,
google,zopfli,C++,TRUE,
VCVRack,Rack,C++,TRUE,
breach,thrust,C++,FALSE,contributing is missing.
nodejs,nan,C++,FALSE,contributing is missing.
jrowberg,i2cdevlib,C++,FALSE,contributing is missing.
google,bloaty,C++,TRUE,
fibjs,fibjs,C++,FALSE,contributing is missing.
LibreVR,Revive,C++,FALSE,contributing is missing.
hluk,CopyQ,C++,FALSE,contributing is missing.
neutralinojs,neutralinojs,C++,TRUE,
llvm-mirror,clang,C++,FALSE,contributing is missing.
microsoft,service-fabric,C++,TRUE,
blynkkk,blynk-library,C++,FALSE,contributing is missing.
pmq20,node-packer,C++,FALSE,contributing is missing.
Tencent,phxpaxos,C++,FALSE,contributing is missing.
aksnzhy,xlearn,C++,FALSE,contributing is missing.
mapnik,mapnik,C++,TRUE,
fanout,pushpin,C++,FALSE,contributing is missing.
ericniebler,range-v3,C++,FALSE,contributing is missing.
jmoon018,PacVim,C++,FALSE,contributing is missing.
microsoft,verona,C++,TRUE,
domoticz,domoticz,C++,TRUE,
onqtam,doctest,C++,TRUE,
facebook,mcrouter,C++,TRUE,
NVIDIA,DALI,C++,TRUE,
shogun-toolbox,shogun,C++,FALSE,contributing is missing.
diasurgical,devilutionX,C++,TRUE,
microsoft,onnxruntime,C++,TRUE,
cvxgrp,cvxpy,C++,TRUE,
nanocurrency,nano-node,C++,FALSE,contributing is missing.
facebookincubator,katran,C++,TRUE,
knolleary,pubsubclient,C++,FALSE,contributing is missing.
boostorg,beast,C++,TRUE,
clementine-player,Clementine,C++,FALSE,contributing is missing.
tomahawk-player,tomahawk,C++,FALSE,contributing is missing.
baidu,bfs,C++,FALSE,contributing is missing.
dropbox,djinni,C++,FALSE,contributing is missing.
biometrics,openbr,C++,FALSE,contributing is missing.
thestinger,termite,C++,FALSE,contributing is missing.
typesense,typesense,C++,FALSE,contributing is missing.
pavel-odintsov,fastnetmon,C++,FALSE,contributing size < 0.5kB.
Croteam-official,Serious-Engine,C++,FALSE,contributing is missing.
ValveSoftware,source-sdk-2013,C++,FALSE,contributing is not in Markdown.
arvidn,libtorrent,C++,FALSE,contributing is not in Markdown.
NVIDIA,TensorRT,C++,TRUE,
mozilla,rhino,C++,FALSE,contributing is missing.
amrayn,easyloggingpp,C++,FALSE,contributing is missing.
Tencent,PhoenixGo,C++,FALSE,contributing is missing.
audiorouterdev,audio-router,C++,FALSE,contributing is missing.
ketoo,NoahGameFrame,C++,FALSE,contributing is missing.
facebook,wangle,C++,TRUE,
OpenTTD,OpenTTD,C++,TRUE,
xdspacelab,openvslam,C++,FALSE,contributing is missing.
ggerganov,kbd-audio,C++,FALSE,contributing is missing.
an-tao,drogon,C++,TRUE,
endless-sky,endless-sky,C++,TRUE,
HKUST-Aerial-Robotics,VINS-Mono,C++,FALSE,contributing is missing.
MasteringOpenCV,code,C++,FALSE,contributing is missing.
wang-bin,QtAV,C++,FALSE,contributing is missing.
mit-nlp,MITIE,C++,FALSE,contributing is missing.
argman,EAST,C++,FALSE,contributing is missing.
facebook,wdt,C++,TRUE,
slic3r,Slic3r,C++,TRUE,
ryanjay0,miles-deep,C++,FALSE,contributing is missing.
wjakob,instant-meshes,C++,FALSE,contributing is missing.
farbrausch,fr_public,C++,FALSE,contributing is missing.
amzeratul,halley,C++,FALSE,contributing is missing.
mhammond,pywin32,C++,FALSE,contributing is missing.
libigl,libigl,C++,FALSE,contributing is missing.
lynckia,licode,C++,FALSE,contributing size < 0.5kB.
acidanthera,Lilu,C++,FALSE,contributing is missing.
homenc,HElib,C++,TRUE,
USCiLab,cereal,C++,FALSE,contributing is missing.
LordNoteworthy,al-khaser,C++,FALSE,contributing is missing.
KDE,krita,C++,FALSE,contributing size < 0.5kB.
Tencent,phxsql,C++,FALSE,contributing is missing.
microsoft,GW-BASIC,C++,FALSE,contributing size < 0.5kB.
